quest_id	title	eq_group	eq_zone	eq_phase	category	confidence_in_classification	finding	related_ids_not_replacements	next_step	sources	exact_title_candidates_not_replacements
8963	Components of Importance	Eastern Kingdoms	25		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Вариант компонента Starbreeze Village Relic; следующая ветка — 8967 (Isalien). Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8967,8961	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4126 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2017	8962;8964
8965	Components of Importance	Eastern Kingdoms	25		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Вариант компонента Soul Ashes of the Banished; следующая ветка — 8969. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8969,8961	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4128 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2017	8962;8964
8967	The Left Piece of Lord Valthalak's Amulet	Dungeons	2557		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Левая часть амулета: Isalien в Dire Maul, продолжение 8963. Другие одноимённые ID ведут к другим боссам. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8970,8963	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4130 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2017	8966;8968;8969
8982	Tracing the Source	Seasonal	-1004		Ежегодный праздник	high	Love is in the Air: старый TBC-этап Horde 8980→8982→8983 (Fenstad Argyle 16108→Innkeeper Norman 6741). Одноимённый 8983 — следующий этап,9026/9027 — другая ветка; не замены. Questie скрывает 8982 только начиная с WotLK. Принадлежность празднику подтверждена; причина пустого ответа API вне события не доказана, доступность на Anniversary требует проверки в период праздника.	8980,8983,9026,9027	Сохранить ID. Возможна отдельная метка Season; повторно запросить API и проверить выдачу на соответствующем празднике, не удалять по одному скану.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4139 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/Holidays/quests/LoveIsInTheAir.lua#L20	8983;9026;9027
8986	More Components of Importance	Eastern Kingdoms	25		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Вторая часть сбора компонентов: Druidical Remains; продолжение — 8989. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8989,8965,8970	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4143 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2064	8985
8987	More Components of Importance	Eastern Kingdoms	25		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Вторая часть сбора компонентов: Brilliant Sword of Zealotry; продолжение — 8991. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8991,8962,8970	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4144 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2064	8985
8988	More Components of Importance	Eastern Kingdoms	25		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Вторая часть сбора компонентов: Soul Ashes of the Banished; продолжение — 8992. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8992,8963,8970	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4145 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2064	8985
8991	The Right Piece of Lord Valthalak's Amulet	Dungeons	2017		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Правая часть амулета: Jarien и Sothos в Stratholme; продолжение 8987. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8994,8987	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4148 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2064	8989;8990
8992	The Right Piece of Lord Valthalak's Amulet	Dungeons	2057		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Правая часть амулета: Kormok в Scholomance; продолжение 8988. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна. В TBC-коррекциях классовое ограничение этих вариантов снято; нельзя интерпретировать сырую базу без поправок.	8994,8988	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4149 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/tbcQuestFixes.lua#L2064	8989;8990
8998	Back to the Beginning	Kalimdor	1637		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Возвращение к Mokvar в Оргриммаре. Найденный 8997 — версия Альянса, не новый ID этого квеста. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8996	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4155 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8997
9005	Saving the Best for Last	Eastern Kingdoms	1537		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Чернокнижник, Альянс: финальный обмен головы и нагрудника Dreadmist. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8997	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4162 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8999;9000;9001;9002;9003;9004;9006;9012;9013;9014;10499
9007	Saving the Best for Last	Kalimdor	1637		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Друид, Орда: финальный обмен головы и нагрудника Wildheart. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8998	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4164 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8999;9000;9001;9002;9003;9004;9006;9012;9013;9014;10499
9008	Saving the Best for Last	Kalimdor	1637		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Охотник, Орда: финальный обмен головы и нагрудника Beaststalker. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8998	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4165 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8999;9000;9001;9002;9003;9004;9006;9012;9013;9014;10499
9009	Saving the Best for Last	Kalimdor	1637		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Жрец, Орда: финальный обмен головы и нагрудника Devout. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8998	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4166 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8999;9000;9001;9002;9003;9004;9006;9012;9013;9014;10499
9010	Saving the Best for Last	Kalimdor	1637		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Разбойник, Орда: финальный обмен головы и нагрудника Shadowcraft. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8998	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4167 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8999;9000;9001;9002;9003;9004;9006;9012;9013;9014;10499
9011	Saving the Best for Last	Kalimdor	1637		Dungeon Set 2: причина API неизвестна	high_identity_unknown_api_cause	Шаман, Орда: финальный обмен головы и нагрудника Elements. Это самостоятельный вариант цепочки Dungeon Set 2, а не подтверждённый неверный ID. Причина отсутствия названия в текущем скане неизвестна.	8998	Сохранить ID и историю. Не склеивать по названию. Проверить адресно у NPC/на нужном этапе цепочки; повторить запрос этого ID в спокойной сессии.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4168 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4799	8999;9000;9001;9002;9003;9004;9006;9012;9013;9014;10499
9061	Cryptstalker Wristguards	Raids	3456		ZG/Naxx/Atiesh: причина API неизвестна	medium	Naxxramas: hunter T 3 wristguards у Huntsman Leopold 16132 после 9033; Desecrated Wristguards 22362, Chain Scraps 22374, Arcanite 12360, Cured Rugged Hide 15407; Honored Argent Dawn 9000. Не фаза 4/5 TBC. В Questie удаление помечено только начиная с Cataclysm; этот фильтр не применяется к TBC. Почему 2.5.6 не вернул название, установить по источникам не удалось.	9033	Не скрывать как removed/phase 4/5 и не менять ID. Проверить у NPC персонажем нужного класса с выполненными prerequisites/репутацией; сохранить как API-unresolved.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4217 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L4913	-
9094	Argent Dawn Gloves	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Alliance-обмен Necrotic Rune 22484 на перчатки у Argent Outfitter 16786 после 9153; противоположная фракция 9333 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9333	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4250 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7183 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9257	Atiesh, Greatstaff of the Guardian	Miscellaneous	-344		ZG/Naxx/Atiesh: причина API неизвестна	medium	Atiesh: priest-финал после 9251, очистить посох 22737 в Stratholme и вернуться к Anachronos 15192; взаимоисключающие классовые варианты 9269/9270/9271. В Questie удаление помечено только начиная с WotLK; этот фильтр не применяется к TBC. Почему 2.5.6 не вернул название, установить по источникам не удалось.	9251,9269,9270,9271	Не скрывать как removed/phase 4/5 и не менять ID. Проверить у NPC персонажем нужного класса с выполненными prerequisites/репутацией; сохранить как API-unresolved.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4412 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L5021	-
9269	Atiesh, Greatstaff of the Guardian	Miscellaneous	-344		ZG/Naxx/Atiesh: причина API неизвестна	medium	Atiesh: druid-финал после 9251; та же сцена очищения, но отдельная классовая награда, не дубликат priest 9257/mage 9270/warlock 9271. В Questie удаление помечено только начиная с WotLK; этот фильтр не применяется к TBC. Почему 2.5.6 не вернул название, установить по источникам не удалось.	9251,9257,9270,9271	Не скрывать как removed/phase 4/5 и не менять ID. Проверить у NPC персонажем нужного класса с выполненными prerequisites/репутацией; сохранить как API-unresolved.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4424 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L5022	-
9270	Atiesh, Greatstaff of the Guardian	Miscellaneous	-344		ZG/Naxx/Atiesh: причина API неизвестна	medium	Atiesh: mage-финал после 9251; отдельная классовая награда, остальные 9257/9269/9271 исключают друг друга. В Questie удаление помечено только начиная с WotLK; этот фильтр не применяется к TBC. Почему 2.5.6 не вернул название, установить по источникам не удалось.	9251,9257,9269,9271	Не скрывать как removed/phase 4/5 и не менять ID. Проверить у NPC персонажем нужного класса с выполненными prerequisites/репутацией; сохранить как API-unresolved.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4425 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L5023	-
9271	Atiesh, Greatstaff of the Guardian	Miscellaneous	-344		ZG/Naxx/Atiesh: причина API неизвестна	medium	Atiesh: warlock-финал после 9251; отдельный классовый вариант с очищением посоха, не дубль 9257/9269/9270. В Questie удаление помечено только начиная с WotLK; этот фильтр не применяется к TBC. Почему 2.5.6 не вернул название, установить по источникам не удалось.	9251,9257,9269,9270	Не скрывать как removed/phase 4/5 и не менять ID. Проверить у NPC персонажем нужного класса с выполненными prerequisites/репутацией; сохранить как API-unresolved.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4426 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L5024	-
9317	Consecrated Sharpening Stones	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Alliance-обмен Necrotic Rune 22484 на точильные камни у Argent Outfitter 16786 после 9153; противоположная фракция 9335 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9335	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4464 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7200 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9318	Blessed Wizard Oil	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Alliance-обмен Necrotic Rune 22484 на масло у Argent Outfitter 16786 после 9153; противоположная фракция 9334 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9334	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4465 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7201 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9320	Major Mana Potion	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Horde-обмен Necrotic Rune 22484 на mana potion у Argent Outfitter 16787 после 9153; противоположная фракция 9337 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9337	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4467 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7202 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9321	Major Healing Potion	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Alliance-обмен Necrotic Rune 22484 на healing potion у Argent Outfitter 16786 после 9153; противоположная фракция 9336 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9336	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4468 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7203 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9333	Argent Dawn Gloves	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Horde-обмен Necrotic Rune 22484 на перчатки у Argent Outfitter 16787 после 9153; противоположная фракция 9094 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9094	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4480 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7204 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9334	Blessed Wizard Oil	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Horde-обмен Necrotic Rune 22484 на масло у Argent Outfitter 16787 после 9153; противоположная фракция 9318 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9318	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4481 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7205 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9335	Consecrated Sharpening Stones	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Horde-обмен Necrotic Rune 22484 на точильные камни у Argent Outfitter 16787 после 9153; противоположная фракция 9317 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9317	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4482 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7206 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
9336	Major Healing Potion	Miscellaneous	-368		Временное Scourge Invasion	high	Scourge Invasion: Horde-обмен Necrotic Rune 22484 на healing potion у Argent Outfitter 16787 после 9153; противоположная фракция 9321 имеет отдельный ID. Questie относит ID к вторжению и задаёт IsInvasionActive[TBC]=false. Это временное событие, не будущая фаза 4/5 TBC; связь отключения с пустым API остаётся предположением.	9153,9321	Сохранить исторический ID/историю. Кандидат на метку Invasion/event inactive и отдельный фильтр; не переносить на фазу Sunwell. Проверка актуального состояния события не выполнена в клиенте.	https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/TBC/tbcQuestDB.lua#L4483 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/QuestieQuestBlacklist.lua#L7207 ; https://github.com/Questie/Questie/blob/94e2a1420ba989c344508f1b08e6767a8a3fa5a3/Database/Corrections/ContentPhases/ContentPhases.lua#L15	-
